{ad25a031-880b-4f88-ac12-82d6c52fbdea} event:/char/badeline/appear
{5d34cf1f-bed6-44bb-823b-d1d484f35b7a} event:/DZ/char/bosses/mkd/vanishdefeat
{eae36c50-0517-47ae-aa4b-981363a494a9} event:/DZ/char/bosses/mkd/waorh
{c5c1a808-923a-495f-b598-cfa625d1ab4a} event:/DZ/char/bosses/mkd/wobble
{1a3760b5-1dd4-45f2-9d1f-7f53632f47a0} event:/DZ/char/chara/appear
{5ec2f4a3-b920-4460-9b35-74f2bde29b41} event:/DZ/char/chara/booster_begin
{7ec2690d-3a62-4264-a456-75670f2a7b22} event:/DZ/char/chara/booster_final
{29af58cd-e521-4b36-bfe0-5aed3481d557} event:/DZ/char/chara/booster_reappear
{944d72a2-7512-4dee-b9d3-3830ced1e899} event:/DZ/char/chara/booster_relocate
{7f206ef7-5d7e-420c-a744-5b8abc31b25f} event:/DZ/char/chara/booster_throw
{96e134f0-1ee5-4111-9dad-87ca247900a0} event:/DZ/char/chara/boss_bullet
{626dd59b-5511-41ac-b68c-7b3f538ef428} event:/DZ/char/chara/boss_hug
{dd72d89a-1d24-405f-a7e1-be3136273a83} event:/DZ/char/chara/boss_idle_air
{4a004cb2-1cf6-4e6b-a4b5-25f73159a245} event:/DZ/char/chara/boss_laser_charge
{ca00699c-2d28-4220-a912-7e21cf0937d9} event:/DZ/char/chara/boss_laser_fire
{abd860b4-bedc-4a55-ac7c-a4802a46701f} event:/DZ/char/chara/boss_prefight_getup
{13e84f8b-4dfb-4651-b398-856c2302c175} event:/DZ/char/chara/chara_join
{47b9aa1f-ca70-42c6-9da4-4bf221c1b040} event:/DZ/char/chara/chara_split
{92b3a2a3-64f6-4af4-a3c5-863859784c0e} event:/DZ/char/chara/climb_ledge
{e4ac8409-88e8-422b-bce7-78ac5701a954} event:/DZ/char/chara/dash_red_left
{0f8400f6-7505-44f4-89a7-fbdc1507336e} event:/DZ/char/chara/dash_red_right
{e0657f0e-c6b7-4ece-8746-26b9101ccee1} event:/DZ/char/chara/disappear
{c086104e-265b-4d88-823f-3a6d73227d90} event:/DZ/char/chara/dreamblock_enter
{d818efc2-86d2-4292-9c18-1bb5a079d652} event:/DZ/char/chara/dreamblock_exit
{6d0db093-dcba-4401-8079-0c0839967cbc} event:/DZ/char/chara/dreamblock_travel
{903b95a3-d909-45ee-a2e9-f82952d18efb} event:/DZ/char/chara/duck
{19054fd2-9481-4e02-8626-185211d43f2b} event:/DZ/char/chara/footstep
{84d82895-e587-461d-a4bf-4209b5d2d38c} event:/DZ/char/chara/grab
{f6a0ce15-6a8c-4239-a03c-4fd0581d3fbc} event:/DZ/char/chara/grab_letgo
{7c8b4c3d-64ee-4cc9-bf70-27fa9af06d93} event:/DZ/char/chara/handhold
{95ed6c17-9c95-4f20-8198-62b07ca138f6} event:/DZ/char/chara/jump
{8187a9d2-7d8a-42e6-ac52-3b824d0a6ad1} event:/DZ/char/chara/jump_assisted
{b5002726-08c7-4997-8428-754d78590a0e} event:/DZ/char/chara/jump_climb_left
{85710d8a-b266-47c0-8ee1-912729592e78} event:/DZ/char/chara/jump_climb_right
{ec946301-03d8-4428-9169-d0b4a1b2cda4} event:/DZ/char/chara/jump_dreamblock
{9addd054-4a94-4eb8-954c-6d7885d02afa} event:/DZ/char/chara/jump_special
{519dee9b-a7c6-4d10-8b8f-ccfb16c43377} event:/DZ/char/chara/jump_super
{2ed76ac6-d52a-48aa-91bf-c3d185a00079} event:/DZ/char/chara/jump_superslide
{27fab52c-bc3f-440d-8db5-9a37e97281d8} event:/DZ/char/chara/jump_superwall
{e6c7639b-ebeb-4484-a94c-9c2717a4a4fd} event:/DZ/char/chara/jump_wall_left
{8321c1ab-0621-482c-a4ff-747b0cb15c26} event:/DZ/char/chara/jump_wall_right
{11067776-b462-4bdf-b048-0bf8f76f0fea} event:/DZ/char/chara/landing
{9c5cd0cb-0980-4375-9cf2-8b56be817771} event:/DZ/char/chara/level_entry
{212be819-ff5f-403c-9c8a-44f757413312} event:/DZ/char/chara/stand
{3b6903ba-c28b-4785-809b-73eefdf7d85e} event:/DZ/char/chara/temple_move_chats
{4c679e48-2df7-4934-9865-30e70c49db36} event:/DZ/char/chara/temple_move_first
{672b278c-54df-4bc6-80f2-b789050d6217} event:/DZ/char/chara/wallslide
{83eeb773-658d-4598-b02b-2a5f984b94ee} event:/DZ/char/granny/cane_tap
{d5057ca9-294b-4c81-8af9-ab1d2c4a4892} event:/DZ/char/granny/laugh_firstphrase
{5c16a168-fb31-4897-a32b-28c7105c08c2} event:/DZ/char/granny/laugh_oneha
{268869c1-4022-4936-aea1-d674c6885932} event:/DZ/char/kirby/backpack_drop
{94ed0d19-fbaa-469c-b020-df953a93e3fa} event:/DZ/char/kirby/beam_release
{e6daa12a-2f43-4daf-adf2-994086d0aa1a} event:/DZ/char/kirby/campfire_sit
{ac2003cf-d7ec-4d4b-b0c0-db2d995738c2} event:/DZ/char/kirby/campfire_stand
{43b1da96-3f46-4107-9473-2b1aea23810d} event:/DZ/char/kirby/charge
{29e9f6b0-3a30-47a6-b303-c9774fb5839a} event:/DZ/char/kirby/climb_ledge
{aef83931-0f03-4b22-8d36-dde5d8a7cdba} event:/DZ/char/kirby/copy_ability
{e31d9d8e-1197-422d-b6ad-fd3e1561e271} event:/DZ/char/kirby/core_hair_charged
{d0245748-6320-410a-800b-7e20a20de3ef} event:/DZ/char/kirby/crystalmaddy_lift
{ea44e16d-0fcf-441b-9336-45aa606c7720} event:/DZ/char/kirby/crystalmaddy_throw
{01b9aa23-bc35-4074-b8f2-2e8d1680bf33} event:/DZ/char/kirby/dash_pink_left
{7d11bf1c-4e3f-40ad-8e6d-f06bb70f097e} event:/DZ/char/kirby/dash_pink_right
{c2c552e6-8de2-496d-b706-798363320036} event:/DZ/char/kirby/dash_red_left
{59078d59-8697-478c-b3b3-3c7605c87756} event:/DZ/char/kirby/dash_red_right
{456a7b30-84c3-45ed-ade4-cfa54ccd07d8} event:/DZ/char/kirby/dash_release
{1986d39f-8d8e-49e5-a6fa-e2e7fdb9f601} event:/DZ/char/kirby/death
{9d36c46f-9814-4310-9b1b-468844c31937} event:/DZ/char/kirby/death_golden
{b4af9a48-0da6-4374-972b-c4e4966b7003} event:/DZ/char/kirby/dreamblock_enter
{15f61f63-ea04-4504-839a-78adab4cd549} event:/DZ/char/kirby/dreamblock_exit
{39ab2d82-cae9-4449-966a-cc938d0a20ad} event:/DZ/char/kirby/dreamblock_travel
{8e27ada1-dcd6-478d-b5f3-42f8b2ddb0c5} event:/DZ/char/kirby/duck
{3d667209-61f4-478c-9604-7bcfeae33530} event:/DZ/char/kirby/footstep
{e20338ec-c74a-4c21-b5ed-0c466049340f} event:/DZ/char/kirby/gigapunch
{aa8692f1-0059-4b3b-ba65-cd9edd9e7b7a} event:/DZ/char/kirby/grab
{72053a9f-2212-4371-a581-05f6d35c24f3} event:/DZ/char/kirby/grab_letgo
{8d5b742e-839c-45e5-b94f-bbbdf6e581ee} event:/DZ/char/kirby/handhold
{90c47986-c6c3-459a-88f7-e052791733e1} event:/DZ/char/kirby/ice_spell
{b4cf24f8-e82c-4df7-beaf-e2ee7ae95dcc} event:/DZ/char/kirby/idle_crackknuckles
{ccbb7048-83e3-4b6b-854b-e60304897938} event:/DZ/char/kirby/idle_scratch
{35b0c5cd-31bb-4552-8488-46b753994326} event:/DZ/char/kirby/idle_sneeze
{86b4bd24-d99d-4b71-86b6-02921c21702f} event:/DZ/char/kirby/inhale
{a96a19ae-9341-4bcc-a52a-f4cf12aec291} event:/DZ/char/kirby/jump
{9eaa1fff-ac5e-42c1-afc1-13c087cfcbf0} event:/DZ/char/kirby/jump_assisted
{6bf9e4ef-ae09-475c-aba6-60f3e1ef1a6e} event:/DZ/char/kirby/jump_climb_left
{a93dbb02-16f9-411b-8076-f3a718511845} event:/DZ/char/kirby/jump_climb_right
{3649a133-73a1-4b81-be77-db23d7d9b4f4} event:/DZ/char/kirby/jump_dreamblock
{44e8614d-b397-4855-8ec0-a1cf2fb82ad3} event:/DZ/char/kirby/jump_special
{a793435d-5520-407d-a29b-73d65f4e2733} event:/DZ/char/kirby/jump_super
{94448094-2839-47ec-b678-ee8a4c535c64} event:/DZ/char/kirby/jump_superslide
{4be3f9f9-7dbf-47f6-9fa1-75d5283b7e49} event:/DZ/char/kirby/jump_superwall
{4d718b27-70af-4e41-bbfa-3b3f3dcc0609} event:/DZ/char/kirby/jump_wall_left
{a30642c4-ce85-4abe-973a-892bda7050fc} event:/DZ/char/kirby/jump_wall_right
{d94f0e78-69bd-46ac-93a1-81adca154364} event:/DZ/char/kirby/landing
{1ff6158e-3cde-4a27-a60e-fa4e93113dea} event:/DZ/char/kirby/lets_go
{7544c3a9-e55d-4879-996c-500c148788dc} event:/DZ/char/kirby/mirrortemple_big_landing
{e2ce695c-0c6e-41b5-be75-e72451d66416} event:/DZ/char/kirby/phantom_in
{42cc3632-fdf1-4eee-8236-0aba7715c4ba} event:/DZ/char/kirby/phantom_out
{df752fd8-288a-436a-995a-746937413c8a} event:/DZ/char/kirby/predeath
{9467176f-cd02-494c-a63d-f81ba3413699} event:/DZ/char/kirby/punch_a
{91888767-97a9-458f-b0eb-92abf007bc53} event:/DZ/char/kirby/punch_b
{7dcfaabb-62a6-4c83-8efc-663a048d59ca} event:/DZ/char/kirby/punch_strong
{2b45a42a-6afc-42b4-9498-2af768af281c} event:/DZ/char/kirby/punch_weak
{f9b09322-6bcb-43f6-8e2c-2c983dc83409} event:/DZ/char/kirby/ready
{41c50605-b747-4dda-be1e-c36a122c31f6} event:/DZ/char/kirby/revive
{b75e3efc-1c8a-4c46-8601-8aed9b10ff40} event:/DZ/char/kirby/scracth
{02c5e5ff-5292-4379-8c6e-c29392026470} event:/DZ/char/kirby/snowgrave
{3c4d78e8-ff67-4626-9bbb-61c8874f79d6} event:/DZ/char/kirby/spin
{01926fc4-8650-4150-a1f6-a0026e7676a9} event:/DZ/char/kirby/stand
{12bdd163-46be-4e85-91d5-3f17cf0bae74} event:/DZ/char/kirby/starman_get
{e4ed8dc9-23b7-4d1c-bd42-145e56c08fb2} event:/DZ/char/kirby/starman_out
{cb91ab55-e427-4c5b-8cfa-cac7990e9b27} event:/DZ/char/kirby/starspit
{b98474b2-eee6-4eb3-aa00-7d5fbb3dcf5a} event:/DZ/char/kirby/starspit_big
{6161fb5e-1419-4ddd-9b09-2449cbc1cb83} event:/DZ/char/kirby/starspit_bigger
{fbfffbad-a14f-4f12-87af-8b0c4f0b8801} event:/DZ/char/kirby/summit_areastart
{c399dcc7-9f86-4d6b-8474-d7e81c566610} event:/DZ/char/kirby/summit_flytonext
{7470586f-f6ca-4999-858f-5edd2505caa1} event:/DZ/char/kirby/summit_sit
{61ac6259-8119-4b1b-91d9-f0fdea38784c} event:/DZ/char/kirby/theo_collapse
{50f71e36-6bd6-4774-a957-d7d5d4f2077f} event:/DZ/char/kirby/wallslide
{d6cf9984-a215-4e52-b5e3-9f3d636cefbb} event:/DZ/char/kirby/water_dash_gen
{dff4847d-d93a-4b75-be60-c2d22f9dfff1} event:/DZ/char/kirby/water_dash_in
{2f625e5f-8b6b-4f5f-821f-517da869efeb} event:/DZ/char/kirby/water_dash_out
{a69abe0c-f5e9-48bd-9459-4031d5f4796a} event:/DZ/char/kirby/water_in
{f1d3d8e5-c196-4b7a-9763-0dcfbbef331c} event:/DZ/char/kirby/water_move_general
{18a049ef-c1dc-4d3f-b027-f9aa9ab62db9} event:/DZ/char/kirby/water_move_shallow
{1802d580-45be-4cfa-9883-b43f7754373e} event:/DZ/char/kirby/water_out
{8fe74a44-cdf8-4044-9e49-6097501b9388} event:/DZ/char/madeline/backpack_drop
{245b0f33-7a58-41f6-a745-2c4cb05d25ad} event:/DZ/char/madeline/campfire_sit
{9ddd7c6b-e626-4466-9d42-d67f8314dab2} event:/DZ/char/madeline/campfire_stand
{2042d69c-ce56-4b15-a77b-157f1130ee67} event:/DZ/char/madeline/climb_ledge
{f031bbea-5aff-479a-9acf-a786ce4092c4} event:/DZ/char/madeline/core_hair_charged
{5bb64b04-5a61-4bd5-8508-6930eb56cf93} event:/DZ/char/madeline/crystaltheo_lift
{92121079-c5aa-4ae9-a4bb-81afc60a2778} event:/DZ/char/madeline/crystaltheo_throw
{260cd1fe-960b-40a2-837b-71fb5db3d40b} event:/DZ/char/madeline/dash_pink_left
{783f93e3-e132-46ff-8a25-a2c99ba3ca04} event:/DZ/char/madeline/dash_pink_right
{82e01af7-550a-425b-a73e-881b6b01dc85} event:/DZ/char/madeline/dash_red_left
{0e344f71-e165-4e4e-8397-8c7d1c94a69b} event:/DZ/char/madeline/dash_red_right
{c42d55c8-3245-4d54-8b71-bbe8ce467ef2} event:/DZ/char/madeline/death
{bb4a8bdd-2532-496e-84ab-a6e78a30c92f} event:/DZ/char/madeline/dreamblock_enter
{6c2f1f08-f31a-4048-8a6f-068c4af94583} event:/DZ/char/madeline/dreamblock_exit
{fba6f876-4cd0-47d5-81af-20fed4dc9023} event:/DZ/char/madeline/dreamblock_travel
{810fa56a-00ae-4917-a1e8-f1ab8f37e04a} event:/DZ/char/madeline/duck
{8a658e40-d6ec-437a-95b4-650e1084a5c6} event:/DZ/char/madeline/footstep
{ef7835ba-e2c1-49c4-800a-8f2fb592addf} event:/DZ/char/madeline/grab
{eb87090e-0a86-4aa7-8f7e-041d6d899680} event:/DZ/char/madeline/grab_letgo
{ae9231ff-88e4-49f4-97a0-8ad014c2048e} event:/DZ/char/madeline/handhold
{db7b14a1-fc34-4773-9290-781371873384} event:/DZ/char/madeline/idle_crackknuckles
{0e117b54-b056-4d5e-a127-4d973ff97830} event:/DZ/char/madeline/idle_scratch
{a130bff9-83c3-49f6-9df7-f20c8c204c1a} event:/DZ/char/madeline/idle_sneeze
{e006737b-8978-46dc-9a49-f9ce2196e69b} event:/DZ/char/madeline/jump
{acefcf76-1c69-49ff-bfa1-0a2eff8ce20e} event:/DZ/char/madeline/jump_assisted
{9690589c-6205-4ede-b74a-4af3eba91cca} event:/DZ/char/madeline/jump_climb_left
{e8b0e071-ff87-4640-89ae-44550eaf627b} event:/DZ/char/madeline/jump_climb_right
{39bd92bc-98a6-4100-aea8-03f3c0098b4c} event:/DZ/char/madeline/jump_dreamblock
{b4ed722d-4896-4791-b436-96f17a85e7bb} event:/DZ/char/madeline/jump_special
{bb24e1f5-9693-4c1e-b40b-0e0f6e99598c} event:/DZ/char/madeline/jump_super
{a28c0b5b-7eaa-40f5-a082-b86884f0aa8e} event:/DZ/char/madeline/jump_superslide
{bd42e2c3-389e-467e-be7b-faee127fdcca} event:/DZ/char/madeline/jump_superwall
{a58b24a9-e2cd-478d-93f1-8f6c12193ab7} event:/DZ/char/madeline/jump_wall_left
{6bdb09cb-8717-4f25-bf75-9625eeeaf26e} event:/DZ/char/madeline/jump_wall_right
{4e2fd07a-c169-455f-b8cd-df0c1d9cedcc} event:/DZ/char/madeline/landing
{66d2ed2d-244d-4b2b-9d34-6d50c927486f} event:/DZ/char/madeline/mirrortemple_big_landing
{31dc4bf2-5f1e-4fd7-8272-886da62d8dee} event:/DZ/char/madeline/predeath
{925d1cbf-8ee2-4837-8e38-a51214ddd410} event:/DZ/char/madeline/revive
{0ebc1881-ddf8-4811-b333-2e3144e76992} event:/DZ/char/madeline/stand
{d7f7e862-7fbe-4955-b2b7-d55f69616f2e} event:/DZ/char/madeline/summit_areastart
{2181e894-98dc-4f0a-8964-9fa97753fd53} event:/DZ/char/madeline/summit_flytonext
{0136e5ba-4f1b-409f-8c70-3e15a3c079a7} event:/DZ/char/madeline/summit_sit
{70b5524c-e6e6-4242-95aa-4c36b7b6646c} event:/DZ/char/madeline/theo_collapse
{9b3ef054-6be1-4ddd-aff1-b58fa7fb3c33} event:/DZ/char/madeline/wallslide
{ae09bb5b-7f01-4d33-8c2a-28fef0fd517b} event:/DZ/char/madeline/water_dash_gen
{e5f932fc-2080-4105-87cb-d07195d52d62} event:/DZ/char/madeline/water_dash_in
{0277b031-3946-4c15-aac3-af47ee818178} event:/DZ/char/madeline/water_dash_out
{9759b17b-dca3-4bae-a1f5-4f542dac360e} event:/DZ/char/madeline/water_in
{f5db0c2f-7649-496f-bf80-29e672523fcb} event:/DZ/char/madeline/water_move_general
{22e2cfb9-553f-4ea5-9991-d1aeff2bde48} event:/DZ/char/madeline/water_move_shallow
{5499c2a9-cb9e-4b63-a5a9-9d1414ade160} event:/DZ/char/madeline/water_out
{0d3e11b1-f5a9-438c-bb2a-caa68fc75fe0} event:/DZ/char/oshiro/boss_charge
{3adcabc9-25bd-4c82-bb9a-1557e15eae0e} event:/DZ/char/oshiro/boss_enter_screen
{8bde1427-26a3-440e-82eb-257ea85c072f} event:/DZ/char/oshiro/boss_precharge
{d03141bb-93cb-4e9d-a26b-e4b74c674a3c} event:/DZ/char/oshiro/boss_reform
{7718e03e-f2bd-4748-8f84-686cee45b5ae} event:/DZ/char/oshiro/boss_slam_final
{f8651ec7-7b66-4c72-b4e9-05ea75bacea0} event:/DZ/char/oshiro/boss_slam_first
{62d715fd-3cd9-47e8-81a8-0c39a1834208} event:/DZ/char/oshiro/boss_transform_begin
{5a395a26-c790-4788-9495-09d9a1b9f57c} event:/DZ/char/oshiro/boss_transform_burst
{b73ed10d-909b-4417-9d4b-06490ca22b2e} event:/DZ/char/oshiro/chat_collapse
{e9d419bd-a678-4677-95fe-0753f7b51cf8} event:/DZ/char/oshiro/chat_get_up
{d5eccd0e-c678-49ee-82e9-0bce7b6c70cc} event:/DZ/char/oshiro/chat_turn_left
{dca22795-2f81-45c9-84da-73bc16918075} event:/DZ/char/oshiro/chat_turn_right
{8b50dcf8-9866-4fdc-b337-3ca76d13e00f} event:/DZ/char/oshiro/move_01_0xa_exit
{058ae08f-ffdf-4984-809f-d7d661b64b49} event:/DZ/char/oshiro/move_02_03a_exit
{c888a50b-53cb-40ec-a751-3dcc26572401} event:/DZ/char/oshiro/move_03_08a_exit
{0aa30a16-370c-4ff9-bfa9-a964aa96f692} event:/DZ/char/oshiro/move_04_pace_left
{8eef8e60-9830-454d-aad6-9a8f882dfd88} event:/DZ/char/oshiro/move_04_pace_right
{9fe6ef3e-d9bb-4912-95a1-e245b789512e} event:/DZ/char/oshiro/move_05_09b_exit
{7083fe06-ee7e-4774-8e0b-11196bfc9c92} event:/DZ/char/oshiro/move_06_04d_exit
{dc6228f7-896e-4e44-b7b7-84b2a004511c} event:/DZ/char/oshiro/move_07_roof00_enter
{150e3ac4-d874-4d81-9edc-24d89b4ae515} event:/DZ/char/oshiro/move_08_roof07_exit
{a0c59874-0f99-4bc4-9d0c-fa66e9ec18a2} event:/DZ/char/theo/phone_taps_loop
{da8ac343-53ce-4d25-a56f-d7c06634caea} event:/DZ/char/theo/resort_ceilingvent_hey
{d1588a37-777c-44fb-bf03-5f94ba6427b4} event:/DZ/char/theo/resort_ceilingvent_popoff
{b5ac2bd1-2599-4df3-a9f1-9f81574ae5bc} event:/DZ/char/theo/resort_ceilingvent_seeya
{bc94a118-d1f8-467b-a1ce-86b49c0978e0} event:/DZ/char/theo/resort_ceilingvent_shake
{07e539aa-8c3f-42fc-9046-4aaf918b246f} event:/DZ/char/theo/resort_crawl
{08457810-101a-4141-814e-bc47825e6feb} event:/DZ/char/theo/resort_standtocrawl
{80e772f5-f7de-4f01-a1d5-a7a92591b9f9} event:/DZ/char/theo/resort_vent_grab
{8764ac7d-179e-43f3-99ba-9ee9969c28a3} event:/DZ/char/theo/resort_vent_rip
{955b8f74-c7c0-4cf6-a15f-6a5c908a48ff} event:/DZ/char/theo/resort_vent_tug
{d440d6b0-ab64-4bc1-bc50-de3a08b3ee55} event:/DZ/char/theo/resort_vent_tumble
{1fe8997d-6505-4c61-82c4-260379668532} event:/DZ/char/theo/yolo_fist
{000e6eb3-bd4f-4b37-929b-569a1751ceea} event:/DZ/classic/!!!_README
{363364b4-a59e-4520-907c-5b0b31730e07} event:/DZ/classic/pico8_boot
{7c203365-688b-4b27-ac60-b622c52ecdf5} event:/DZ/classic/pico8_mus_00
{d3676c22-36d5-4a03-95e6-e7b3f9b927be} event:/DZ/classic/pico8_mus_01
{cf485778-72fd-45ff-b484-eb86eda6d5d3} event:/DZ/classic/pico8_mus_02
{d297b5b8-e7a3-4f06-867f-6b70f285aec4} event:/DZ/classic/pico8_mus_03
{5f9fae2a-a819-4508-b59a-d70d63ceb727} event:/DZ/classic/sfx0
{792f0164-def9-40dc-ae4d-59e76d583baf} event:/DZ/classic/sfx1
{d0582233-ab8a-4de2-bd19-c43f1b8adba1} event:/DZ/classic/sfx10
{2fb72db8-d7ec-403c-b403-4c7d0e36f404} event:/DZ/classic/sfx11
{a00d5eb5-cb52-4550-bd05-1b6b5aa9c81a} event:/DZ/classic/sfx12
{b80120be-6ae0-4373-a017-a3e564eed340} event:/DZ/classic/sfx13
{fb6719f1-2478-412a-975d-8aa175f3fe5d} event:/DZ/classic/sfx14
{7a5886a1-b1e2-4f02-8b5b-6c60bda9466a} event:/DZ/classic/sfx15
{f537908c-20cc-4db6-b324-269c53dcc62d} event:/DZ/classic/sfx16
{6d75d0b4-9746-4bbf-8da7-23f61c2c5c86} event:/DZ/classic/sfx2
{7fe1c19f-61dd-465e-a569-f36a4eef6ab2} event:/DZ/classic/sfx23
{63ad7f89-72e1-4d67-aeb5-0633cd881e5b} event:/DZ/classic/sfx3
{7a791998-263b-43e7-b73f-8a3162c7e60d} event:/DZ/classic/sfx35
{56bc81c5-b120-4bd5-86f0-c9c60a0424f2} event:/DZ/classic/sfx4
{0f97d849-2924-4683-be16-e7025ca66e3f} event:/DZ/classic/sfx5
{1b1f5292-95a2-4f5a-abfe-ba359f111ad7} event:/DZ/classic/sfx54
{70a918c5-71ed-4a56-88a5-fc6fc92ed44a} event:/DZ/classic/sfx55
{73684cee-d211-43d3-97a7-6ffbcf0f131f} event:/DZ/classic/sfx6
{641fa229-7250-49dc-b882-61b2f2bb85d8} event:/DZ/classic/sfx7
{80c60f80-7feb-464e-a4d8-698578328ebb} event:/DZ/classic/sfx8
{3314443f-5cfd-4818-8aaf-c4e8fbc4c565} event:/DZ/classic/sfx9
{063eadfa-d3d0-4eca-a6d6-852b69d919f8} event:/DZ/env/amb/00_prologue
{df65f64c-91cd-47c3-947c-8635f869ebc2} event:/DZ/env/amb/01_main
{4b67a1c1-1368-40fb-94dc-a22c2ff74171} event:/DZ/env/amb/02_awake
{5d57ea37-6c1a-4896-89f5-a286043f7203} event:/DZ/env/amb/02_dream
{53a63812-2fa8-4d9a-b034-6dffe3c8a902} event:/DZ/env/amb/03_exterior
{a0583951-5b23-4ac0-8277-5f05a312d5fb} event:/DZ/env/amb/03_interior
{2c7a232f-3a73-4ea2-978c-ca76a0ce3acd} event:/DZ/env/amb/03_pico8_closeup
{39bf9678-d51f-4f0a-bb56-8a1c2d770fae} event:/DZ/env/amb/04_main
{3f691e3a-d74b-4f5c-a406-0797449e7ecb} event:/DZ/env/amb/05_interior_dark
{5d2622dd-ac55-4221-8965-5d83551d12c8} event:/DZ/env/amb/07_interior_main
{2dedcb0b-ceb1-48cf-8612-6c6a1eb98846} event:/DZ/env/amb/07_mirror_sequence
{f122369a-891d-41c2-9397-313b8f769c64} event:/DZ/env/amb/08_lake
{d62cbbc0-059f-4f84-91c0-04b62d168e70} event:/DZ/env/amb/08_main
{6ca9cafd-7913-4f63-9258-f1e299e58243} event:/DZ/env/amb/10_main
{74114197-6bcb-4a93-a959-69d63ff2fa5a} event:/DZ/env/amb/11_main
{6bacf631-85fb-47e8-9c39-0793556e2fed} event:/DZ/env/amb/13_core
{acc41fe1-64bd-4bda-8451-1a86681e4b1f} event:/DZ/env/amb/13_factory
{8ca707b7-9746-45e9-bcc2-adda2f1dc168} event:/DZ/env/amb/13_main
{d2ebb342-5ca8-45a7-badb-35d9541fa8b6} event:/DZ/env/amb/15_main
{a77309d3-dc52-4483-bf29-7e31440a480a} event:/DZ/env/amb/16_toomuch
{8c6d63b0-79b6-46ba-a297-dd00ed74ba75} event:/DZ/env/amb/18_main
{2f198f4c-bfe3-4cb5-8c41-2d6685263220} event:/DZ/env/amb/new_worldmap
{3055758e-53c2-4315-977a-cea617baf968} event:/DZ/env/amb/worldmap
{84f65adc-b4ca-4a2f-a975-138c54473009} event:/DZ/env/local/02_shadow/phone_lamp
{666341af-a560-4206-bf3e-6e02a29979f3} event:/DZ/env/local/05_fractured/broken_window_large
{96721e5b-a1b7-43d0-aaca-a3291e5c0183} event:/DZ/env/local/05_fractured/broken_window_small
{e9592fa2-a0c6-4ec4-ae79-ec75084b177e} event:/DZ/env/local/05_fractured/pico8_machine
{54c23f9e-93f2-4ed6-98fb-e9d1cd896ecf} event:/DZ/env/local/08_edge/boss_idle_ground
{8659fae3-4871-49de-82e3-741c1c30a98f} event:/DZ/env/local/09_beyond_summit/flag_flap
{92fc3001-2fff-48be-9f68-23070397fce7} event:/DZ/env/local/13_hotcliff/giga_factory_idle
{09ff4ac1-d97d-4af9-b60a-3b7f22edfeb3} event:/DZ/env/local/14_cyber_nexus/digital_idle
{3a8bcfbc-3757-4c48-85d9-562aeb9480ab} event:/DZ/env/local/14_cyber_nexus/giga_factory_idle
{01eefa32-c2c6-4681-b4b4-d34ba3458868} event:/DZ/env/local/15_citadel/15_flame
{40913243-2183-43f6-8905-77ab6419e159} event:/DZ/env/local/15_citadel/15_fountian
{59454526-fd65-48d6-99c0-a5f93852745a} event:/DZ/env/local/18_core/conveyor_idle
{10e9d753-3088-4a75-814e-2f106c5fb0e7} event:/DZ/env/local/18_core/fireballs_idle
{37085e8f-6c82-4d5c-ac55-742d60717f31} event:/DZ/env/local/18_core/lavagate_idle
{b1575218-07e4-46df-a1a4-82405be81e65} event:/DZ/env/local/campfire_loop
{fce53a50-e0b1-4991-b418-83bd3a769799} event:/DZ/env/local/campfire_start
{22dead1d-4a98-4efa-97f3-21baaa9281a5} event:/DZ/env/local/waterfall_big_in
{34314435-dd27-4a6d-93d3-8b63cf6124fb} event:/DZ/env/local/waterfall_big_main
{49c5500d-b427-4f3b-afc2-d6824d476594} event:/DZ/env/local/waterfall_small_in_shallow
{808d5d82-6e29-4695-bff8-c7823e2018e9} event:/DZ/env/local/waterfall_small_main
{cb39685d-e068-40ed-b80c-ded6034d8fbd} event:/DZ/env/state/underwater
{cdb32540-bff1-4137-b08a-304047ed86d0} event:/DZ/game/00_prologue/bridge_rumble_loop
{2bf36d38-dd24-48e9-9465-d73ab6fd20b1} event:/DZ/game/00_prologue/bridge_support_break
{2951f069-19cb-41cf-badf-06808216d4f4} event:/DZ/game/00_prologue/car_down
{c3e768f3-3918-49ec-8549-bc385ba85e13} event:/DZ/game/00_prologue/car_up
{812c9216-6571-4134-ab10-e124133e0680} event:/DZ/game/00_prologue/fallblock_first_impact
{06e96a1d-d05c-4ab6-a19b-068a4719cc60} event:/DZ/game/00_prologue/fallblock_first_shake
{38622850-5ef7-43b6-a735-3676b327172e} event:/DZ/game/00_prologue/intro_vignette
{708ebd08-01ba-402a-8630-a253425640ae} event:/DZ/game/01_metro/birdsis_finish
{744d163e-9f32-46ec-a7b2-32521ac0c543} event:/DZ/game/01_metro/birdsis_thrust
{286f98c0-aa36-4ff4-a612-12ddfe300f73} event:/DZ/game/01_metro/console_blue
{a37ac895-4e77-4bd0-bdef-e9f340edff52} event:/DZ/game/01_metro/console_purple
{0d10c642-e2e8-40b2-bd12-4894fbc41689} event:/DZ/game/01_metro/console_red
{775f5b55-7dc7-49f9-b242-21f31afa1dd8} event:/DZ/game/01_metro/console_static_long
{9d490fa6-0137-4092-bd1d-a9c2486042b1} event:/DZ/game/01_metro/console_static_loop
